ID   X      Y
1 [719.9, 733.11]
969 [2840.8, 1634.8]
970 [2815.41, 1634.8]
971 [2815.41, 1685.61]
972 [2790.0, 1685.61]
973 [2764.61, 1685.61]
974 [2790.0, 1634.8]
975 [2764.61, 1634.8]
976 [2764.61, 1558.59]
977 [2764.61, 1533.2]
978 [2790.0, 1558.59]
979 [2815.41, 1558.59]
980 [2840.8, 1558.59]
981 [2916.99, 1558.59]
982 [2891.6, 1558.59]
983 [2866.19, 1558.59]
984 [2790.0, 1533.2]
985 [2764.61, 1507.79]
986 [2790.0, 1507.79]
987 [2815.41, 1507.79]
988 [2840.8, 1507.79]
989 [2866.19, 1507.79]
990 [2891.6, 1507.79]
991 [2916.99, 1507.79]
992 [2967.79, 1533.2]
993 [2967.79, 1507.79]
994 [2916.99, 1431.6]
995 [2891.6, 1431.6]
996 [2866.19, 1431.6]
997 [2840.8, 1431.6]
998 [2815.41, 1431.6]
999 [2790.0, 1431.6]
1000 [2764.61, 1431.6]
1001 [2764.61, 1380.8]
1002 [2790.0, 1380.8]
1003 [2815.41, 1380.8]
1004 [2840.8, 1380.8]
1005 [2866.19, 1380.8]
1006 [2891.6, 1380.8]
1007 [2916.99, 1380.8]
1008 [2916.99, 1304.61]
1009 [2891.6, 1304.61]
1010 [2866.19, 1304.61]
1011 [2840.8, 1304.61]
1012 [2891.6, 1253.81]
1013 [2916.99, 1253.81]
1014 [2866.19, 1253.81]
1015 [2840.8, 1253.81]
1016 [2815.41, 1253.81]
1017 [2790.0, 1253.81]
1018 [2764.61, 1279.2]
1019 [2764.61, 1253.81]
1020 [2790.0, 1279.2]
1021 [2815.41, 1304.61]
1022 [2790.0, 1304.61]
1023 [2764.61, 1304.61]
1024 [2637.6, 1431.6]
1025 [2637.6, 1456.99]
1026 [2612.21, 1482.4]
1027 [2637.6, 1558.59]
1028 [2612.21, 1558.59]
1029 [2637.6, 1584.0]
1030 [2612.21, 1584.0]
1031 [2586.8, 1584.0]
1032 [2586.8, 1558.59]
1033 [2561.41, 1558.59]
1034 [2510.61, 1558.59]
1035 [2536.0, 1558.59]
1036 [2536.0, 1482.4]
1037 [2510.61, 1482.4]
1038 [2510.61, 1456.99]
1039 [2536.0, 1456.99]
1040 [2561.41, 1482.4]
1041 [2586.8, 1482.4]
1042 [2561.41, 1456.99]
1043 [2586.8, 1456.99]
1044 [2612.21, 1456.99]
1045 [2612.21, 1431.6]
1046 [2612.21, 1406.19]
1047 [2637.6, 1380.8]
1048 [2637.6, 1406.19]
1049 [2612.21, 1380.8]
1050 [2637.6, 1355.39]
1051 [2637.6, 1330.0]
1052 [2612.21, 1355.39]
1053 [2612.21, 1330.0]
1054 [2637.6, 1304.61]
1055 [2612.21, 1304.61]
1056 [2586.8, 1304.61]
1057 [2561.41, 1304.61]
1058 [2561.41, 1279.2]
1059 [2586.8, 1279.2]
1060 [2612.21, 1279.2]
1061 [2688.4, 1177.6]
1062 [2688.4, 1152.21]
1063 [2688.4, 1126.8]
1064 [2688.4, 1101.41]
1065 [2612.21, 1177.6]
1066 [2586.8, 1177.6]
1067 [2561.41, 1152.21]
1068 [2561.41, 1177.6]
1069 [2586.8, 1152.21]
1070 [2612.21, 1152.21]
1071 [2637.6, 1152.21]
1072 [2637.6, 1126.8]
1073 [2637.6, 1101.41]
1074 [2612.21, 1126.8]
1075 [2612.21, 1101.41]
1076 [2510.61, 999.8]
1077 [2536.0, 999.8]
1078 [2536.0, 974.39]
1079 [2510.61, 974.39]
1080 [2485.2, 999.8]
1081 [2485.2, 974.39]
1082 [2459.8, 974.39]
1083 [2434.39, 999.8]
1084 [2459.8, 999.8]
1085 [2459.8, 1025.2]
1086 [2459.8, 1050.61]
1087 [2434.39, 1025.2]
1088 [2434.39, 1050.61]
1089 [2434.39, 1076.0]
1090 [2459.8, 1076.0]
1091 [2434.39, 1101.41]
1092 [2434.39, 1126.8]
1093 [2459.8, 1101.41]
1094 [2459.8, 1126.8]
1095 [2434.39, 1152.21]
1096 [2459.8, 1152.21]
1097 [2459.8, 1177.6]
1098 [2485.2, 1177.6]
1099 [2485.2, 1152.21]
1100 [2510.61, 1152.21]
1101 [2536.0, 1177.6]
1102 [2536.0, 1152.21]
1103 [2510.61, 1177.6]
1104 [2485.2, 1279.2]
1105 [2510.61, 1279.2]
1106 [2536.0, 1279.2]
1107 [2536.0, 1304.61]
1108 [2510.61, 1304.61]
1109 [2485.2, 1304.61]
1110 [2459.8, 1279.2]
1111 [2434.39, 1304.61]
1112 [2459.8, 1304.61]
1113 [2459.8, 1330.0]
1114 [2459.8, 1355.39]
1115 [2434.39, 1330.0]
1116 [2434.39, 1355.39]
1117 [2459.8, 1380.8]
1118 [2459.8, 1406.19]
1119 [2434.39, 1380.8]
1120 [2434.39, 1406.19]
1121 [2459.8, 1431.6]
1122 [2510.61, 1380.8]
1123 [2536.0, 1380.8]
1124 [2485.2, 1456.99]
1125 [2459.8, 1456.99]
1126 [2485.2, 1482.4]
1127 [2459.8, 1482.4]
1128 [2434.39, 1456.99]
1129 [2434.39, 1431.6]
1130 [2358.2, 1507.79]
1131 [2332.79, 1507.79]
1132 [2307.4, 1507.79]
1133 [2256.6, 1431.6]
1134 [2281.99, 1431.6]
1135 [2307.4, 1431.6]
1136 [2332.79, 1406.19]
1137 [2358.2, 1431.6]
1138 [2332.79, 1431.6]
1139 [2205.8, 1380.8]
1140 [2231.19, 1380.8]
1141 [2256.6, 1380.8]
1142 [2281.99, 1380.8]
1143 [2307.4, 1380.8]
1144 [2332.79, 1380.8]
1145 [2358.2, 1406.19]
1146 [2358.2, 1380.8]
1147 [2358.2, 1304.61]
1148 [2332.79, 1304.61]
1149 [2307.4, 1304.61]
1150 [2281.99, 1304.61]
1151 [2256.6, 1304.61]
1152 [2231.19, 1304.61]
1153 [2205.8, 1304.61]
1154 [2180.39, 1253.81]
1155 [2205.8, 1253.81]
1156 [2231.19, 1253.81]
1157 [2256.6, 1253.81]
1158 [2281.99, 1253.81]
1159 [2307.4, 1253.81]
1160 [2332.79, 1253.81]
1161 [2358.2, 1253.81]
1162 [2358.2, 1177.6]
1163 [2332.79, 1177.6]
1164 [2307.4, 1177.6]
1165 [2281.99, 1177.6]
1166 [2256.6, 1177.6]
1167 [2281.99, 1126.8]
1168 [2307.4, 1126.8]
1169 [2332.79, 1126.8]
1170 [2358.2, 1126.8]
1171 [2358.2, 1050.61]
1172 [2332.79, 1025.2]
1173 [2358.2, 1025.2]
1174 [2332.79, 1050.61]
1175 [2307.4, 1050.61]
1176 [2281.99, 1050.61]
1177 [2256.6, 1050.61]
1178 [2231.19, 1050.61]
1179 [2205.8, 1050.61]
1180 [2129.61, 1126.8]
1181 [2155.0, 1126.8]
1182 [2180.39, 1126.8]
1183 [2205.8, 1126.8]
1184 [2231.19, 1126.8]
1185 [2256.6, 1126.8]
1186 [2180.39, 1050.61]
1187 [2129.61, 999.8]
1188 [2104.2, 999.8]
1189 [2155.0, 1050.61]
1190 [2129.61, 1050.61]
1191 [2078.81, 999.8]
1192 [2053.4, 999.8]
1193 [2028.01, 999.8]
1194 [2078.81, 1050.61]
1195 [2053.4, 1050.61]
1196 [2028.01, 1050.61]
1197 [1977.21, 1126.8]
1198 [1951.8, 1126.8]
1199 [1926.41, 1126.8]
1200 [1901.0, 1126.8]
1201 [1875.61, 1126.8]
1202 [1850.2, 1126.8]
1203 [1799.39, 1101.41]
1204 [1799.39, 1126.8]
1205 [1799.39, 1152.21]
1206 [1799.39, 1177.6]
1207 [1799.39, 1203.01]
1208 [1799.39, 1228.4]
1209 [1774.0, 1253.81]
1210 [1799.39, 1253.81]
1211 [1850.2, 1304.61]
1212 [1875.61, 1304.61]
1213 [1901.0, 1304.61]
1214 [1850.2, 1253.81]
1215 [1901.0, 1177.6]
1216 [1875.61, 1177.6]
1217 [1850.2, 1177.6]
1218 [1723.2, 1101.41]
1219 [1723.2, 1126.8]
1220 [1723.2, 1152.21]
1221 [1723.2, 1177.6]
1222 [1723.2, 1203.01]
1223 [1723.2, 1228.4]
1224 [1799.39, 1304.61]
1225 [1723.2, 1304.61]
1226 [1723.2, 1330.0]
1227 [1723.2, 1355.39]
1228 [1799.39, 1330.0]
1229 [1799.39, 1355.39]
1230 [1799.39, 1380.8]
1231 [1799.39, 1406.19]
1232 [1799.39, 1431.6]
1233 [1799.39, 1456.99]
1234 [1799.39, 1482.4]
1235 [1774.0, 1507.79]
1236 [1799.39, 1507.79]
1237 [1926.41, 1431.6]
1238 [1951.8, 1431.6]
1239 [1901.0, 1431.6]
1240 [1875.61, 1406.19]
1241 [1850.2, 1406.19]
1242 [1850.2, 1380.8]
1243 [1875.61, 1380.8]
1244 [1901.0, 1380.8]
1245 [1926.41, 1380.8]
1246 [1951.8, 1380.8]
1247 [1977.21, 1380.8]
1248 [2002.6, 1380.8]
1249 [2053.4, 1304.61]
1250 [2028.01, 1304.61]
1251 [2002.6, 1304.61]
1252 [1977.21, 1304.61]
1253 [1951.8, 1304.61]
1254 [1926.41, 1304.61]
1255 [1875.61, 1253.81]
1256 [1901.0, 1253.81]
1257 [1926.41, 1279.2]
1258 [1926.41, 1253.81]
1259 [1951.8, 1253.81]
1260 [1951.8, 1279.2]
1261 [1977.21, 1253.81]
1262 [1926.41, 1177.6]
1263 [1951.8, 1177.6]
1264 [1977.21, 1177.6]
1265 [2002.6, 1177.6]
1266 [2028.01, 1177.6]
1267 [2053.4, 1177.6]
1268 [2002.6, 1126.8]
1269 [2028.01, 1126.8]
1270 [2053.4, 1126.8]
1271 [2078.81, 1126.8]
1272 [2129.61, 1177.6]
1273 [2231.19, 1177.6]
1274 [2205.8, 1177.6]
1275 [2180.39, 1177.6]
1276 [2155.0, 1177.6]
1277 [2078.81, 1177.6]
1278 [2002.6, 1253.81]
1279 [2028.01, 1253.81]
1280 [2053.4, 1253.81]
1281 [2078.81, 1253.81]
1282 [2129.61, 1253.81]
1283 [2155.0, 1253.81]
1284 [2180.39, 1304.61]
1285 [2155.0, 1304.61]
1286 [2129.61, 1304.61]
1287 [2078.81, 1304.61]
1288 [2028.01, 1380.8]
1289 [2053.4, 1380.8]
1290 [2078.81, 1380.8]
1291 [2129.61, 1380.8]
1292 [2129.61, 1431.6]
1293 [2155.0, 1431.6]
1294 [2155.0, 1380.8]
1295 [2180.39, 1380.8]
1296 [2205.8, 1431.6]
1297 [2231.19, 1431.6]
1298 [2078.81, 1431.6]
1299 [2053.4, 1431.6]
1300 [2028.01, 1431.6]
1301 [2002.6, 1431.6]
1302 [1977.21, 1431.6]
1303 [1901.0, 1507.79]
1304 [1926.41, 1507.79]
1305 [1951.8, 1507.79]
1306 [1977.21, 1507.79]
1307 [2002.6, 1507.79]
1308 [2028.01, 1507.79]
1309 [2053.4, 1507.79]
1310 [2078.81, 1507.79]
1311 [2129.61, 1558.59]
1312 [2180.39, 1634.8]
1313 [2155.0, 1634.8]
1314 [2129.61, 1634.8]
1315 [2231.19, 1558.59]
1316 [2205.8, 1558.59]
1317 [2180.39, 1558.59]
1318 [2155.0, 1558.59]
1319 [2205.8, 1507.79]
1320 [2231.19, 1507.79]
1321 [2256.6, 1507.79]
1322 [2281.99, 1507.79]
1323 [2256.6, 1558.59]
1324 [2281.99, 1558.59]
1325 [2307.4, 1558.59]
1326 [2332.79, 1558.59]
1327 [2358.2, 1533.2]
1328 [2383.59, 1533.2]
1329 [2358.2, 1558.59]
1330 [2358.2, 1634.8]
1331 [2332.79, 1634.8]
1332 [2307.4, 1634.8]
1333 [2281.99, 1634.8]
1334 [2256.6, 1634.8]
1335 [2231.19, 1634.8]
1336 [2205.8, 1634.8]
1337 [2180.39, 1685.61]
1338 [2205.8, 1685.61]
1339 [2231.19, 1685.61]
1340 [2256.6, 1685.61]
1341 [2281.99, 1685.61]
1342 [2307.4, 1685.61]
1343 [2358.2, 1685.61]
1344 [2332.79, 1685.61]
1345 [2332.79, 1761.8]
1346 [2307.4, 1761.8]
1347 [2281.99, 1761.8]
1348 [2256.6, 1761.8]
1349 [2231.19, 1761.8]
1350 [2180.39, 1761.8]
1351 [2205.8, 1761.8]
1352 [2256.6, 1812.6]
1353 [2281.99, 1812.6]
1354 [2307.4, 1812.6]
1355 [2332.79, 1812.6]
1356 [2358.2, 1761.8]
1357 [2409.0, 1812.6]
1358 [2383.59, 1812.6]
1359 [2358.2, 1812.6]
1360 [2256.6, 1888.81]
1361 [2281.99, 1888.81]
1362 [2307.4, 1888.81]
1363 [2332.79, 1888.81]
1364 [2358.2, 1888.81]
1365 [2383.59, 1888.81]
1366 [2409.0, 1939.61]
1367 [2383.59, 1939.61]
1368 [2358.2, 1939.61]
1369 [2332.79, 1939.61]
1370 [2307.4, 1939.61]
1371 [2281.99, 1939.61]
1372 [2256.6, 1939.61]
1373 [2332.79, 2015.8]
1374 [2307.4, 2015.8]
1375 [2281.99, 2015.8]
1376 [2256.6, 2015.8]
1377 [2231.19, 2041.19]
1378 [2231.19, 2066.6]
1379 [2256.6, 2041.19]
1380 [2256.6, 2066.6]
1381 [2231.19, 2142.79]
1382 [2256.6, 2142.79]
1383 [2307.4, 2066.6]
1384 [2332.79, 2066.6]
1385 [2358.2, 2015.8]
1386 [2383.59, 2015.8]
1387 [2409.0, 2015.8]
1388 [2459.8, 2066.6]
1389 [2510.61, 2066.6]
1390 [2485.2, 2066.6]
1391 [2485.2, 2041.19]
1392 [2485.2, 2015.8]
1393 [2510.61, 2015.8]
1394 [2561.41, 1939.61]
1395 [2536.0, 1939.61]
1396 [2510.61, 1939.61]
1397 [2485.2, 1939.61]
1398 [2409.0, 1888.81]
1399 [2485.2, 1838.01]
1400 [2485.2, 1812.6]
1401 [2510.61, 1812.6]
1402 [2536.0, 1812.6]
1403 [2510.61, 1787.21]
1404 [2485.2, 1787.21]
1405 [2485.2, 1761.8]
1406 [2510.61, 1761.8]
1407 [2536.0, 1761.8]
1408 [2485.2, 1685.61]
1409 [2510.61, 1685.61]
1410 [2536.0, 1685.61]
1411 [2561.41, 1685.61]
1412 [2586.8, 1685.61]
1413 [2612.21, 1685.61]
1414 [2637.6, 1685.61]
1415 [2561.41, 1761.8]
1416 [2586.8, 1761.8]
1417 [2612.21, 1761.8]
1418 [2637.6, 1761.8]
1419 [2612.21, 1812.6]
1420 [2612.21, 1838.01]
1421 [2586.8, 1812.6]
1422 [2586.8, 1838.01]
1423 [2561.41, 1838.01]
1424 [2561.41, 1812.6]
1425 [2536.0, 1838.01]
1426 [2510.61, 1838.01]
1427 [2586.8, 1939.61]
1428 [2637.6, 1939.61]
1429 [2612.21, 1939.61]
1430 [2536.0, 2015.8]
1431 [2561.41, 2015.8]
1432 [2586.8, 2015.8]
1433 [2612.21, 2015.8]
1434 [2637.6, 2015.8]
1435 [2663.01, 2041.19]
1436 [2637.6, 2066.6]
1437 [2612.21, 2066.6]
1438 [2586.8, 2066.6]
1439 [2561.41, 2066.6]
1440 [2536.0, 2066.6]
1441 [2510.61, 2041.19]
1442 [2409.0, 2066.6]
1443 [2383.59, 2066.6]
1444 [2307.4, 2142.79]
1445 [2332.79, 2142.79]
1446 [2383.59, 2142.79]
1447 [2409.0, 2142.79]
1448 [2459.8, 2142.79]
1449 [2485.2, 2142.79]
1450 [2510.61, 2142.79]
1451 [2536.0, 2142.79]
1452 [2561.41, 2142.79]
1453 [2586.8, 2142.79]
1454 [2612.21, 2142.79]
1455 [2637.6, 2142.79]
1456 [2688.4, 2041.19]
1457 [2739.2, 2041.19]
1458 [2739.2, 2066.6]
1459 [2739.2, 2142.79]
1460 [2739.2, 2168.2]
1461 [2688.4, 2219.0]
1462 [2713.81, 2219.0]
1463 [2739.2, 2244.39]
1464 [2739.2, 2219.0]
1465 [2713.81, 2244.39]
1466 [2688.4, 2244.39]
1467 [2663.01, 2219.0]
1468 [2663.01, 2244.39]
1469 [2637.6, 2219.0]
1470 [2637.6, 2244.39]
1471 [2612.21, 2219.0]
1472 [2612.21, 2244.39]
1473 [2586.8, 2219.0]
1474 [2586.8, 2244.39]
1475 [2561.41, 2219.0]
1476 [2561.41, 2244.39]
1477 [2536.0, 2219.0]
1478 [2510.61, 2244.39]
1479 [2536.0, 2244.39]
1480 [2510.61, 2219.0]
1481 [2485.2, 2219.0]
1482 [2485.2, 2244.39]
1483 [2459.8, 2244.39]
1484 [2434.39, 2219.0]
1485 [2434.39, 2244.39]
1486 [2358.2, 2219.0]
1487 [2332.79, 2219.0]
1488 [2332.79, 2244.39]
1489 [2307.4, 2244.39]
1490 [2281.99, 2244.39]
1491 [2281.99, 2219.0]
1492 [2205.8, 2219.0]
1493 [2129.61, 2142.79]
1494 [2104.2, 2142.79]
1495 [2078.81, 2142.79]
1496 [2078.81, 2219.0]
1497 [2104.2, 2219.0]
1498 [2129.61, 2219.0]
1499 [2155.0, 2244.39]
1500 [2180.39, 2219.0]
1501 [2180.39, 2244.39]
1502 [2155.0, 2219.0]
1503 [2129.61, 2244.39]
1504 [2104.2, 2244.39]
1505 [2078.81, 2244.39]
1506 [2053.4, 2219.0]
1507 [2053.4, 2244.39]
1508 [2028.01, 2219.0]
1509 [2028.01, 2244.39]
1510 [2002.6, 2219.0]
1511 [2002.6, 2244.39]
1512 [1977.21, 2219.0]
1513 [1977.21, 2244.39]
1514 [1951.8, 2244.39]
1515 [1951.8, 2219.0]
1516 [1926.41, 2244.39]
1517 [1926.41, 2219.0]
1518 [1901.0, 2219.0]
1519 [1901.0, 2244.39]
1520 [1875.61, 2244.39]
1521 [1850.2, 2244.39]
1522 [1850.2, 2219.0]
1523 [1799.39, 2168.2]
1524 [1824.8, 2168.2]
1525 [1951.8, 2066.6]
1526 [1951.8, 2041.19]
1527 [1977.21, 2041.19]
1528 [1977.21, 2066.6]
1529 [2002.6, 2066.6]
1530 [2028.01, 2015.8]
1531 [2028.01, 2066.6]
1532 [1951.8, 2142.79]
1533 [1977.21, 2142.79]
1534 [2002.6, 2142.79]
1535 [2028.01, 2142.79]
1536 [2053.4, 2142.79]
1537 [2053.4, 2066.6]
1538 [2078.81, 2066.6]
1539 [2104.2, 2066.6]
1540 [2129.61, 2066.6]
1541 [2104.2, 2041.19]
1542 [2129.61, 2041.19]
1543 [2155.0, 2015.8]
1544 [2155.0, 1939.61]
1545 [2028.01, 1939.61]
1546 [2078.81, 1888.81]
1547 [2053.4, 1888.81]
1548 [2028.01, 1888.81]
1549 [2002.6, 1888.81]
1550 [1901.0, 2015.8]
1551 [1875.61, 2015.8]
1552 [1850.2, 2015.8]
1553 [1824.8, 2015.8]
1554 [1799.39, 2015.8]
1555 [1774.0, 2015.8]
1556 [1748.59, 2015.8]
1557 [1723.2, 2015.8]
1558 [1697.79, 2015.8]
1559 [1697.79, 1939.61]
1560 [1723.2, 1939.61]
1561 [1748.59, 1939.61]
1562 [1774.0, 1939.61]
1563 [1799.39, 1939.61]
1564 [1723.2, 1888.81]
1565 [1748.59, 1888.81]
1566 [1774.0, 1888.81]
1567 [1799.39, 1888.81]
1568 [1824.8, 1888.81]
1569 [1824.8, 1939.61]
1570 [1850.2, 1939.61]
1571 [1875.61, 1939.61]
1572 [1901.0, 1939.61]
1573 [1926.41, 1888.81]
1574 [1951.8, 1888.81]
1575 [1977.21, 1888.81]
1576 [2053.4, 1812.6]
1577 [2078.81, 1812.6]
1578 [2078.81, 1761.8]
1579 [2053.4, 1761.8]
1580 [2028.01, 1761.8]
1581 [2002.6, 1761.8]
1582 [2028.01, 1812.6]
1583 [2002.6, 1812.6]
1584 [1977.21, 1787.21]
1585 [1977.21, 1812.6]
1586 [1951.8, 1812.6]
1587 [1926.41, 1812.6]
1588 [1951.8, 1787.21]
1589 [1951.8, 1761.8]
1590 [1977.21, 1761.8]
1591 [2078.81, 1685.61]
1592 [2053.4, 1685.61]
1593 [2028.01, 1685.61]
1594 [2002.6, 1685.61]
1595 [1977.21, 1685.61]
1596 [1951.8, 1685.61]
1597 [1926.41, 1685.61]
1598 [1901.0, 1685.61]
1599 [1926.41, 1761.8]
1600 [1901.0, 1761.8]
1601 [1824.8, 1812.6]
1602 [1824.8, 1761.8]
1603 [1799.39, 1761.8]
1604 [1824.8, 1685.61]
1605 [1799.39, 1685.61]
1606 [1774.0, 1685.61]
1607 [1748.59, 1685.61]
1608 [1723.2, 1685.61]
1609 [1697.79, 1685.61]
1610 [1672.4, 1685.61]
1611 [1672.4, 1761.8]
1612 [1697.79, 1761.8]
1613 [1723.2, 1761.8]
1614 [1748.59, 1761.8]
1615 [1774.0, 1761.8]
1616 [1799.39, 1812.6]
1617 [1774.0, 1812.6]
1618 [1748.59, 1812.6]
1619 [1723.2, 1812.6]
1620 [1672.4, 1888.81]
1621 [1697.79, 1888.81]
1622 [1697.79, 1812.6]
1623 [1672.4, 1787.21]
1624 [1697.79, 1787.21]
1625 [1672.4, 1812.6]
1626 [1570.8, 1787.21]
1627 [1570.8, 1812.6]
1628 [1545.39, 1812.6]
1629 [1545.39, 1787.21]
1630 [1520.0, 1761.8]
1631 [1545.39, 1761.8]
1632 [1570.8, 1761.8]
1633 [1596.19, 1761.8]
1634 [1596.19, 1685.61]
1635 [1570.8, 1685.61]
1636 [1545.39, 1685.61]
1637 [1520.0, 1685.61]
1638 [1494.61, 1634.8]
1639 [1520.0, 1634.8]
1640 [1545.39, 1634.8]
1641 [1570.8, 1634.8]
1642 [1596.19, 1634.8]
1643 [1520.0, 1558.59]
1644 [1545.39, 1558.59]
1645 [1570.8, 1558.59]
1646 [1596.19, 1558.59]
1647 [1570.8, 1507.79]
1648 [1596.19, 1507.79]
1649 [1596.19, 1482.4]
1650 [1570.8, 1482.4]
1651 [1596.19, 1456.99]
1652 [1596.19, 1431.6]
1653 [1570.8, 1456.99]
1654 [1570.8, 1431.6]
1655 [1596.19, 1406.19]
1656 [1570.8, 1406.19]
1657 [1570.8, 1380.8]
1658 [1570.8, 1355.39]
1659 [1570.8, 1330.0]
1660 [1596.19, 1304.61]
1661 [1570.8, 1304.61]
1662 [1596.19, 1330.0]
1663 [1596.19, 1355.39]
1664 [1596.19, 1380.8]
1665 [1672.4, 1482.4]
1666 [1723.2, 1380.8]
1667 [1723.2, 1406.19]
1668 [1723.2, 1431.6]
1669 [1723.2, 1456.99]
1670 [1723.2, 1482.4]
1671 [1672.4, 1456.99]
1672 [1672.4, 1431.6]
1673 [1672.4, 1406.19]
1674 [1672.4, 1380.8]
1675 [1672.4, 1355.39]
1676 [1672.4, 1330.0]
1677 [1672.4, 1304.61]
1678 [1596.19, 1253.81]
1679 [1570.8, 1253.81]
1680 [1596.19, 1228.4]
1681 [1570.8, 1228.4]
1682 [1570.8, 1203.01]
1683 [1596.19, 1203.01]
1684 [1570.8, 1177.6]
1685 [1596.19, 1177.6]
1686 [1570.8, 1152.21]
1687 [1596.19, 1152.21]
1688 [1570.8, 1126.8]
1689 [1570.8, 1101.41]
1690 [1596.19, 1101.41]
1691 [1596.19, 1126.8]
1692 [1672.4, 1228.4]
1693 [1672.4, 1203.01]
1694 [1672.4, 1177.6]
1695 [1672.4, 1152.21]
1696 [1672.4, 1126.8]
1697 [1672.4, 1101.41]
1698 [1672.4, 1076.0]
1699 [1672.4, 1050.61]
1700 [1723.2, 1050.61]
1701 [1723.2, 1076.0]
1702 [1799.39, 1050.61]
1703 [1799.39, 1076.0]
1704 [1850.2, 1050.61]
1705 [1875.61, 1050.61]
1706 [1901.0, 1050.61]
1707 [1926.41, 1050.61]
1708 [1951.8, 1050.61]
1709 [2002.6, 1050.61]
1710 [1977.21, 1050.61]
1711 [1926.41, 1025.2]
1712 [1901.0, 1025.2]
1713 [1901.0, 999.8]
1714 [1926.41, 999.8]
1715 [1951.8, 999.8]
1716 [1977.21, 999.8]
1717 [2002.6, 999.8]
1718 [2053.4, 923.59]
1719 [2078.81, 923.59]
1720 [2104.2, 923.59]
1721 [2129.61, 923.59]
1722 [2129.61, 872.79]
1723 [2104.2, 872.79]
1724 [2078.81, 872.79]
1725 [2053.4, 872.79]
1726 [2028.01, 872.79]
1727 [2002.6, 872.79]
1728 [1977.21, 872.79]
1729 [2028.01, 923.59]
1730 [2002.6, 923.59]
1731 [1977.21, 923.59]
1732 [1951.8, 923.59]
1733 [1926.41, 923.59]
1734 [1901.0, 923.59]
1735 [1926.41, 898.2]
1736 [1951.8, 872.79]
1737 [1926.41, 872.79]
1738 [1901.0, 872.79]
1739 [1901.0, 898.2]
1740 [1850.2, 974.39]
1741 [1799.39, 999.8]
1742 [1774.0, 999.8]
1743 [1799.39, 974.39]
1744 [1799.39, 949.0]
1745 [1799.39, 923.59]
1746 [1799.39, 898.2]
1747 [1799.39, 872.79]
1748 [1799.39, 847.4]
1749 [1799.39, 821.99]
1750 [1723.2, 821.99]
1751 [1723.2, 847.4]
1752 [1723.2, 872.79]
1753 [1723.2, 898.2]
1754 [1723.2, 923.59]
1755 [1723.2, 949.0]
1756 [1723.2, 974.39]
1757 [1672.4, 974.39]
1758 [1672.4, 949.0]
1759 [1672.4, 923.59]
1760 [1672.4, 898.2]
1761 [1672.4, 872.79]
1762 [1672.4, 847.4]
1763 [1672.4, 821.99]
1764 [1596.19, 847.4]
1765 [1596.19, 821.99]
1766 [1570.8, 821.99]
1767 [1570.8, 847.4]
1768 [1596.19, 872.79]
1769 [1570.8, 872.79]
1770 [1570.8, 898.2]
1771 [1570.8, 923.59]
1772 [1596.19, 949.0]
1773 [1596.19, 974.39]
1774 [1570.8, 999.8]
1775 [1596.19, 999.8]
1776 [1570.8, 974.39]
1777 [1570.8, 949.0]
1778 [1596.19, 923.59]
1779 [1596.19, 898.2]
1780 [1494.61, 821.99]
1781 [1494.61, 847.4]
1782 [1494.61, 872.79]
1783 [1494.61, 898.2]
1784 [1494.61, 923.59]
1785 [1494.61, 949.0]
1786 [1494.61, 974.39]
1787 [1596.19, 1050.61]
1788 [1570.8, 1076.0]
1789 [1596.19, 1076.0]
1790 [1570.8, 1050.61]
1791 [1494.61, 1050.61]
1792 [1494.61, 1076.0]
1793 [1494.61, 1101.41]
1794 [1494.61, 1126.8]
1795 [1494.61, 1152.21]
1796 [1494.61, 1177.6]
1797 [1494.61, 1203.01]
1798 [1494.61, 1228.4]
1799 [1443.81, 1228.4]
1800 [1443.81, 1203.01]
1801 [1443.81, 1177.6]
1802 [1443.81, 1152.21]
1803 [1367.6, 1101.41]
1804 [1367.6, 1126.8]
1805 [1367.6, 1152.21]
1806 [1367.6, 1177.6]
1807 [1367.6, 1203.01]
1808 [1367.6, 1228.4]
1809 [1342.21, 1253.81]
1810 [1367.6, 1253.81]
1811 [1443.81, 1304.61]
1812 [1443.81, 1330.0]
1813 [1443.81, 1355.39]
1814 [1443.81, 1380.8]
1815 [1443.81, 1406.19]
1816 [1443.81, 1431.6]
1817 [1494.61, 1304.61]
1818 [1494.61, 1330.0]
1819 [1494.61, 1355.39]
1820 [1494.61, 1380.8]
1821 [1494.61, 1406.19]
1822 [1494.61, 1431.6]
1823 [1494.61, 1456.99]
1824 [1494.61, 1482.4]
1825 [1443.81, 1482.4]
1826 [1443.81, 1456.99]
1827 [1367.6, 1304.61]
1828 [1367.6, 1330.0]
1829 [1367.6, 1355.39]
1830 [1367.6, 1380.8]
1831 [1367.6, 1406.19]
1832 [1367.6, 1431.6]
1833 [1367.6, 1456.99]
1834 [1367.6, 1482.4]
1835 [1342.21, 1507.79]
1836 [1367.6, 1507.79]
1837 [1443.81, 1558.59]
1838 [1469.2, 1558.59]
1839 [1494.61, 1558.59]
1840 [1469.2, 1634.8]
1841 [1443.81, 1634.8]
1842 [1494.61, 1685.61]
1843 [1469.2, 1685.61]
1844 [1443.81, 1685.61]
1845 [1494.61, 1761.8]
1846 [1469.2, 1761.8]
1847 [1443.81, 1761.8]
1848 [1443.81, 1787.21]
1849 [1469.2, 1787.21]
